profession,ID
1,365
1,416
1,454
1,507
1,516
1,1080
1,1084
1,1093
1,1097
1,1098
1,1117
1,1126
1,1142
1,1159
1,1173
1,1184
1,1186
1,1203
1,1206
2,362
2,394
2,496
2,1075
2,1099
2,1102
2,1103
2,1108
2,1116
2,1125
2,1130
2,1133
2,1137
2,1146
2,1165
2,1169
2,1207
3,436
5,689
5,727
5,739
5,746
5,750
5,761
5,770
5,771
5,783
5,790
5,793
5,810
6,631
6,632
6,638
6,656
6,666
6,682
6,699
6,704
6,711
6,723
6,759
6,781
6,789
7,651
7,662
7,673
7,685
7,692
7,696
7,705
7,710
7,716
7,718
7,722
7,726
7,740
7,745
7,751
7,762
7,768
7,773
7,779
7,780
7,784
7,786
7,787
7,809
7,814
8,636
8,642
8,644
8,646
8,663
8,668
8,690
8,730
8,733
8,738
8,753
8,756
8,763
8,776
8,797
8,798
8,801
8,811
