profession,ID
1,1041
2,1350
2,1371
3,697
3,737
3,752
3,1236
3,1246
3,1251
3,1279
3,1282
3,1287
3,1296
3,1297
3,1298
4,621
4,645
4,675
4,706
4,764
4,1228
4,1237
4,1249
4,1265
4,1288
4,1294
4,1303
4,1305
4,1310
4,1311
4,1314
4,1330
4,1333
4,1334
4,1347
4,1358
4,1373
5,606
5,659
5,702
5,755
5,1227
5,1232
5,1244
5,1267
5,1269
5,1276
5,1280
5,1302
5,1325
5,1365
5,1368
5,1372
6,633
6,679
6,707
6,1238
6,1253
6,1260
6,1268
6,1270
6,1274
6,1285
6,1292
6,1323
6,1331
6,1342
6,1353
6,1360
6,1361
6,1366
6,1367
7,643
7,647
7,652
7,654
7,725
7,1226
7,1239
7,1258
7,1271
7,1275
7,1286
7,1315
7,1319
7,1344
7,1351
7,1352
7,1355
7,1357
7,1362
8,585
8,587
8,620
8,635
8,649
8,1233
8,1263
8,1273
8,1300
8,1316
8,1318
8,1324
8,1336
8,1340
