profession,ID
1,741
1,1384
1,1386
1,1425
1,1444
1,1450
1,1458
1,1459
1,1464
1,1471
2,758
2,832
2,878
2,1359
2,1369
2,1377
2,1390
2,1401
2,1414
2,1422
2,1424
2,1440
3,1076
3,1090
4,281
4,1065
4,1066
4,1070
4,1077
4,1089
4,1092
5,185
5,190
5,221
5,251
5,326
5,334
5,345
5,350
5,956
5,967
5,979
5,985
5,994
5,1009
5,1016
5,1036
5,1037
5,1046
5,1053
5,1067
5,1085
5,1086
6,219
6,258
6,293
6,368
6,958
6,959
6,961
6,990
6,993
6,995
6,1001
6,1003
6,1005
6,1034
6,1044
6,1083
7,231
7,289
7,296
7,965
7,969
7,973
7,977
7,984
7,996
7,999
7,1002
7,1011
7,1017
7,1018
7,1025
7,1031
7,1059
7,1073
7,1088
8,228
8,267
8,270
8,298
8,305
8,367
8,962
8,964
8,971
8,974
8,982
8,992
8,1021
8,1024
8,1051
8,1052
8,1087
