profession,ID
1,614
1,619
1,641
1,658
1,686
1,688
1,693
1,700
1,708
1,713
1,714
1,731
1,748
1,757
1,766
1,788
2,609
2,615
2,627
2,634
2,653
2,667
2,677
2,724
2,760
2,769
2,775
2,791
3,607
3,608
3,617
3,630
3,661
3,665
3,670
3,676
3,681
3,717
3,721
3,728
3,732
3,735
3,742
3,743
3,749
3,765
3,778
4,623
4,626
4,629
4,648
4,650
4,657
4,671
4,674
4,687
4,698
4,701
4,703
4,719
4,720
5,561
5,590
5,612
5,624
5,628
5,637
5,669
5,683
5,694
5,709
5,712
5,715
7,19
7,45
7,92
7,93
7,145
7,152
7,160
7,161
7,164
7,167
7,173
7,175
7,176
7,182
7,188
7,192
7,193
7,204
7,208
7,212
7,214
8,40
8,54
8,76
8,125
8,137
8,165
8,178
8,179
8,180
8,199
8,200
